Country,year,metric,amount
Senegal,1959,USD Current,NA
Senegal,1959,GDP Percent,NA
Senegal,1959,Government Percent,NA
Senegal,1959,Military Capita Spending,NA
Senegal,1960,USD Constant,NA
Senegal,1960,USD Current,NA
Senegal,1960,GDP Percent,NA
Senegal,1960,Government Percent,NA
Senegal,1960,Military Capita Spending,NA
Senegal,1961,USD Constant,NA
Senegal,1961,USD Current,NA
Senegal,1961,GDP Percent,NA
Senegal,1961,Government Percent,NA
Senegal,1961,Military Capita Spending,NA
Senegal,1962,USD Constant,NA
Senegal,1962,USD Current,NA
Senegal,1962,GDP Percent,NA
Senegal,1962,Government Percent,NA
Senegal,1962,Military Capita Spending,NA
Senegal,1963,USD Constant,NA
Senegal,1963,USD Current,NA
Senegal,1963,GDP Percent,NA
Senegal,1963,Government Percent,NA
Senegal,1963,Military Capita Spending,NA
Senegal,1964,USD Constant,NA
Senegal,1964,USD Current,NA
Senegal,1964,GDP Percent,NA
Senegal,1964,Government Percent,NA
Senegal,1964,Military Capita Spending,NA
Senegal,1965,USD Constant,NA
Senegal,1965,USD Current,NA
Senegal,1965,GDP Percent,NA
Senegal,1965,Government Percent,NA
Senegal,1965,Military Capita Spending,NA
Senegal,1966,USD Constant,NA
Senegal,1966,USD Current,NA
Senegal,1966,GDP Percent,NA
Senegal,1966,Government Percent,NA
Senegal,1966,Military Capita Spending,NA
Senegal,1967,USD Constant,NA
Senegal,1967,USD Current,NA
Senegal,1967,GDP Percent,NA
Senegal,1967,Government Percent,NA
Senegal,1967,Military Capita Spending,NA
Senegal,1968,USD Constant,NA
Senegal,1968,USD Current,NA
Senegal,1968,GDP Percent,NA
Senegal,1968,Government Percent,NA
Senegal,1968,Military Capita Spending,NA
Senegal,1969,USD Constant,NA
Senegal,1969,USD Current,NA
Senegal,1969,GDP Percent,NA
Senegal,1969,Government Percent,NA
Senegal,1969,Military Capita Spending,NA
Senegal,1970,USD Constant,NA
Senegal,1970,USD Current,NA
Senegal,1970,GDP Percent,NA
Senegal,1970,Government Percent,NA
Senegal,1970,Military Capita Spending,NA
Senegal,1971,USD Constant,NA
Senegal,1971,USD Current,NA
Senegal,1971,GDP Percent,NA
Senegal,1971,Government Percent,NA
Senegal,1971,Military Capita Spending,NA
Senegal,1972,USD Constant,NA
Senegal,1972,USD Current,NA
Senegal,1972,GDP Percent,NA
Senegal,1972,Government Percent,NA
Senegal,1972,Military Capita Spending,NA
Senegal,1973,USD Constant,NA
Senegal,1973,USD Current,NA
Senegal,1973,GDP Percent,NA
Senegal,1973,Government Percent,NA
Senegal,1973,Military Capita Spending,NA
Senegal,1974,USD Constant,NA
Senegal,1974,USD Current,NA
Senegal,1974,GDP Percent,NA
Senegal,1974,Government Percent,NA
Senegal,1974,Military Capita Spending,NA
Senegal,1975,USD Constant,NA
Senegal,1975,USD Current,NA
Senegal,1975,GDP Percent,NA
Senegal,1975,Government Percent,NA
Senegal,1975,Military Capita Spending,NA
Senegal,1976,USD Constant,NA
Senegal,1976,USD Current,NA
Senegal,1976,GDP Percent,NA
Senegal,1976,Government Percent,NA
Senegal,1976,Military Capita Spending,NA
Senegal,1977,USD Constant,NA
Senegal,1977,USD Current,NA
Senegal,1977,GDP Percent,NA
Senegal,1977,Government Percent,NA
Senegal,1977,Military Capita Spending,NA
Senegal,1978,USD Constant,NA
Senegal,1978,USD Current,NA
Senegal,1978,GDP Percent,NA
Senegal,1978,Government Percent,NA
Senegal,1978,Military Capita Spending,NA
Senegal,1979,USD Constant,138708052
Senegal,1979,USD Current,94390801
Senegal,1979,GDP Percent,3.43
Senegal,1979,Government Percent,NA
Senegal,1979,Military Capita Spending,NA
Senegal,1980,USD Constant,129541827
Senegal,1980,USD Current,96502272
Senegal,1980,GDP Percent,2.76
Senegal,1980,Government Percent,NA
Senegal,1980,Military Capita Spending,NA
Senegal,1981,USD Constant,141559502
Senegal,1981,USD Current,86843238
Senegal,1981,GDP Percent,2.73
Senegal,1981,Government Percent,NA
Senegal,1981,Military Capita Spending,NA
Senegal,1982,USD Constant,122718852
Senegal,1982,USD Current,73072312
Senegal,1982,GDP Percent,2.35
Senegal,1982,Government Percent,NA
Senegal,1982,Military Capita Spending,NA
Senegal,1983,USD Constant,123215895
Senegal,1983,USD Current,70617688
Senegal,1983,GDP Percent,2.55
Senegal,1983,Government Percent,NA
Senegal,1983,Military Capita Spending,NA
Senegal,1984,USD Constant,116583778
Senegal,1984,USD Current,65136844
Senegal,1984,GDP Percent,2.41
Senegal,1984,Government Percent,NA
Senegal,1984,Military Capita Spending,NA
Senegal,1985,USD Constant,105799545
Senegal,1985,USD Current,64966401
Senegal,1985,GDP Percent,2.19
Senegal,1985,Government Percent,NA
Senegal,1985,Military Capita Spending,NA
Senegal,1986,USD Constant,101050494
Senegal,1986,USD Current,85476428
Senegal,1986,GDP Percent,2.04
Senegal,1986,Government Percent,NA
Senegal,1986,Military Capita Spending,NA
Senegal,1987,USD Constant,106889835
Senegal,1987,USD Current,99871230
Senegal,1987,GDP Percent,1.98
Senegal,1987,Government Percent,NA
Senegal,1987,Military Capita Spending,NA
Senegal,1988,USD Constant,113757599
Senegal,1988,USD Current,105288604
Senegal,1988,GDP Percent,2.11
Senegal,1988,Government Percent,NA
Senegal,1988,Military Capita Spending,15
Senegal,1989,USD Constant,114746152
Senegal,1989,USD Current,99602518
Senegal,1989,GDP Percent,2.03
Senegal,1989,Government Percent,NA
Senegal,1989,Military Capita Spending,14
Senegal,1990,USD Constant,115857299
Senegal,1990,USD Current,118215709
Senegal,1990,GDP Percent,1.63
Senegal,1990,Government Percent,NA
Senegal,1990,Military Capita Spending,16
Senegal,1991,USD Constant,113711799
Senegal,1991,USD Current,110014994
Senegal,1991,GDP Percent,1.55
Senegal,1991,Government Percent,NA
Senegal,1991,Military Capita Spending,14
Senegal,1992,USD Constant,106574533
Senegal,1992,USD Current,109772868
Senegal,1992,GDP Percent,1.44
Senegal,1992,Government Percent,NA
Senegal,1992,Military Capita Spending,14
Senegal,1993,USD Constant,125304103
Senegal,1993,USD Current,119937986
Senegal,1993,GDP Percent,1.67
Senegal,1993,Government Percent,NA
Senegal,1993,Military Capita Spending,15
Senegal,1994,USD Constant,102422345
Senegal,1994,USD Current,66146739
Senegal,1994,GDP Percent,1.35
Senegal,1994,Government Percent,8.77
Senegal,1994,Military Capita Spending,8
Senegal,1995,USD Constant,104428566
Senegal,1995,USD Current,80915881
Senegal,1995,GDP Percent,1.31
Senegal,1995,Government Percent,9.3
Senegal,1995,Military Capita Spending,9
Senegal,1996,USD Constant,102686212
Senegal,1996,USD Current,79774881
Senegal,1996,GDP Percent,1.24
Senegal,1996,Government Percent,8.23
Senegal,1996,Military Capita Spending,9
Senegal,1997,USD Constant,102190520
Senegal,1997,USD Current,70800402
Senegal,1997,GDP Percent,1.2
Senegal,1997,Government Percent,8.58
Senegal,1997,Military Capita Spending,8
Senegal,1998,USD Constant,108297138
Senegal,1998,USD Current,75090855
Senegal,1998,GDP Percent,1.18
Senegal,1998,Government Percent,8.74
Senegal,1998,Military Capita Spending,8
Senegal,1999,USD Constant,116864436
Senegal,1999,USD Current,78285006
Senegal,1999,GDP Percent,1.2
Senegal,1999,Government Percent,8.12
Senegal,1999,Military Capita Spending,8
Senegal,2000,USD Constant,106868797
Senegal,2000,USD Current,62361653
Senegal,2000,GDP Percent,1.05
Senegal,2000,Government Percent,7.44
Senegal,2000,Military Capita Spending,6
Senegal,2001,USD Constant,118040118
Senegal,2001,USD Current,68891287
Senegal,2001,GDP Percent,1.12
Senegal,2001,Government Percent,6.74
Senegal,2001,Military Capita Spending,7
Senegal,2002,USD Constant,118379669
Senegal,2002,USD Current,74361395
Senegal,2002,GDP Percent,1.1
Senegal,2002,Government Percent,6.87
Senegal,2002,Military Capita Spending,7
Senegal,2003,USD Constant,128642528
Senegal,2003,USD Current,96856504
Senegal,2003,GDP Percent,1.12
Senegal,2003,Government Percent,6.49
Senegal,2003,Military Capita Spending,9
Senegal,2004,USD Constant,129179567
Senegal,2004,USD Current,107553688
Senegal,2004,GDP Percent,1.06
Senegal,2004,Government Percent,5.89
Senegal,2004,Military Capita Spending,10
Senegal,2005,USD Constant,146676486
Senegal,2005,USD Current,124403755
Senegal,2005,GDP Percent,1.13
Senegal,2005,Government Percent,6.06
Senegal,2005,Military Capita Spending,11
Senegal,2006,USD Constant,170039934
Senegal,2006,USD Current,148555145
Senegal,2006,GDP Percent,1.25
Senegal,2006,Government Percent,5.97
Senegal,2006,Military Capita Spending,13
Senegal,2007,USD Constant,191095735
Senegal,2007,USD Current,192807976
Senegal,2007,GDP Percent,1.35
Senegal,2007,Government Percent,6.22
Senegal,2007,Military Capita Spending,16
Senegal,2008,USD Constant,187088348
Senegal,2008,USD Current,216870290
Senegal,2008,GDP Percent,1.28
Senegal,2008,Government Percent,6.17
Senegal,2008,Military Capita Spending,18
Senegal,2009,USD Constant,199907267
Senegal,2009,USD Current,214824243
Senegal,2009,GDP Percent,1.32
Senegal,2009,Government Percent,6.33
Senegal,2009,Military Capita Spending,17
Senegal,2010,USD Constant,188729845
Senegal,2010,USD Current,195732893
Senegal,2010,GDP Percent,1.21
Senegal,2010,Government Percent,5.6
Senegal,2010,Military Capita Spending,15
Senegal,2011,USD Constant,204503295
Senegal,2011,USD Current,230190351
Senegal,2011,GDP Percent,1.29
Senegal,2011,Government Percent,5.56
Senegal,2011,Military Capita Spending,18
Senegal,2012,USD Constant,186387390
Senegal,2012,USD Current,196661489
Senegal,2012,GDP Percent,1.1
Senegal,2012,Government Percent,4.85
Senegal,2012,Military Capita Spending,15
Senegal,2013,USD Constant,215593055
Senegal,2013,USD Current,236737916
Senegal,2013,GDP Percent,1.25
Senegal,2013,Government Percent,5.67
Senegal,2013,Military Capita Spending,17
Senegal,2014,USD Constant,221042647
Senegal,2014,USD Current,239893635
Senegal,2014,GDP Percent,1.21
Senegal,2014,Government Percent,5.25
Senegal,2014,Military Capita Spending,17
Senegal,2015,USD Constant,236476387
Senegal,2015,USD Current,214827965
Senegal,2015,GDP Percent,1.21
Senegal,2015,Government Percent,5.27
Senegal,2015,Military Capita Spending,15
Senegal,2016,USD Constant,333646480
Senegal,2016,USD Current,304764264
Senegal,2016,GDP Percent,1.6
Senegal,2016,Government Percent,6.69
Senegal,2016,Military Capita Spending,20
Senegal,2017,USD Constant,326715306
Senegal,2017,USD Current,305441262
Senegal,2017,GDP Percent,1.47
Senegal,2017,Government Percent,6.55
Senegal,2017,Military Capita Spending,20
Senegal,2018,USD Constant,388112727
Senegal,2018,USD Current,385132363
Senegal,2018,GDP Percent,1.66
Senegal,2018,Government Percent,7.39
Senegal,2018,Military Capita Spending,24
Senegal,2019,USD Constant,372579330
Senegal,2019,USD Current,356820796
Senegal,2019,GDP Percent,1.51
Senegal,2019,Government Percent,6.3
Senegal,2019,Military Capita Spending,22
Senegal,2020,USD Constant,345637479
Senegal,2020,USD Current,345637479
Senegal,2020,GDP Percent,1.42
Senegal,2020,Government Percent,5.31
Senegal,2020,Military Capita Spending,21
Senegal,2021,USD Constant,448366778
Senegal,2021,USD Current,473971931
Senegal,2021,GDP Percent,1.76
Senegal,2021,Government Percent,6.78
Senegal,2021,Military Capita Spending,28
Seychelles,1949,USD Constant,NA
Seychelles,1949,USD Current,NA
Seychelles,1949,GDP Percent,NA
Seychelles,1949,Government Percent,NA
Seychelles,1949,Military Capita Spending,NA
Seychelles,1950,USD Constant,NA
Seychelles,1950,USD Current,NA
Seychelles,1950,GDP Percent,NA
Seychelles,1950,Government Percent,NA
Seychelles,1950,Military Capita Spending,NA
Seychelles,1951,USD Constant,NA
Seychelles,1951,USD Current,NA
Seychelles,1951,GDP Percent,NA
Seychelles,1951,Government Percent,NA
Seychelles,1951,Military Capita Spending,NA
Seychelles,1952,USD Constant,NA
Seychelles,1952,USD Current,NA
Seychelles,1952,GDP Percent,NA
Seychelles,1952,Government Percent,NA
Seychelles,1952,Military Capita Spending,NA
Seychelles,1953,USD Constant,NA
Seychelles,1953,USD Current,NA
Seychelles,1953,GDP Percent,NA
Seychelles,1953,Government Percent,NA
Seychelles,1953,Military Capita Spending,NA
Seychelles,1954,USD Constant,NA
Seychelles,1954,USD Current,NA
Seychelles,1954,GDP Percent,NA
Seychelles,1954,Government Percent,NA
Seychelles,1954,Military Capita Spending,NA
Seychelles,1955,USD Constant,NA
Seychelles,1955,USD Current,NA
Seychelles,1955,GDP Percent,NA
Seychelles,1955,Government Percent,NA
Seychelles,1955,Military Capita Spending,NA
Seychelles,1956,USD Constant,NA
Seychelles,1956,USD Current,NA
Seychelles,1956,GDP Percent,NA
Seychelles,1956,Government Percent,NA
Seychelles,1956,Military Capita Spending,NA
Seychelles,1957,USD Constant,NA
Seychelles,1957,USD Current,NA
Seychelles,1957,GDP Percent,NA
Seychelles,1957,Government Percent,NA
Seychelles,1957,Military Capita Spending,NA
Seychelles,1958,USD Constant,NA
Seychelles,1958,USD Current,NA
Seychelles,1958,GDP Percent,NA
Seychelles,1958,Government Percent,NA
Seychelles,1958,Military Capita Spending,NA
Seychelles,1959,USD Constant,NA
Seychelles,1959,USD Current,NA
Seychelles,1959,GDP Percent,NA
Seychelles,1959,Government Percent,NA
Seychelles,1959,Military Capita Spending,NA
Seychelles,1960,USD Constant,NA
Seychelles,1960,USD Current,NA
Seychelles,1960,GDP Percent,NA
Seychelles,1960,Government Percent,NA
Seychelles,1960,Military Capita Spending,NA
Seychelles,1961,USD Constant,NA
Seychelles,1961,USD Current,NA
Seychelles,1961,GDP Percent,NA
Seychelles,1961,Government Percent,NA
Seychelles,1961,Military Capita Spending,NA
Seychelles,1962,USD Constant,NA
Seychelles,1962,USD Current,NA
Seychelles,1962,GDP Percent,NA
Seychelles,1962,Government Percent,NA
Seychelles,1962,Military Capita Spending,NA
Seychelles,1963,USD Constant,NA
Seychelles,1963,USD Current,NA
Seychelles,1963,GDP Percent,NA
Seychelles,1963,Government Percent,NA
Seychelles,1963,Military Capita Spending,NA
Seychelles,1964,USD Constant,NA
Seychelles,1964,USD Current,NA
Seychelles,1964,GDP Percent,NA
Seychelles,1964,Government Percent,NA
Seychelles,1964,Military Capita Spending,NA
Seychelles,1965,USD Constant,NA
Seychelles,1965,USD Current,NA
Seychelles,1965,GDP Percent,NA
Seychelles,1965,Government Percent,NA
Seychelles,1965,Military Capita Spending,NA
Seychelles,1966,USD Constant,NA
Seychelles,1966,USD Current,NA
Seychelles,1966,GDP Percent,NA
Seychelles,1966,Government Percent,NA
Seychelles,1966,Military Capita Spending,NA
Seychelles,1967,USD Constant,NA
Seychelles,1967,USD Current,NA
Seychelles,1967,GDP Percent,NA
Seychelles,1967,Government Percent,NA
Seychelles,1967,Military Capita Spending,NA
Seychelles,1968,USD Constant,NA
Seychelles,1968,USD Current,NA
Seychelles,1968,GDP Percent,NA
Seychelles,1968,Government Percent,NA
Seychelles,1968,Military Capita Spending,NA
Seychelles,1969,USD Constant,NA
Seychelles,1969,USD Current,NA
Seychelles,1969,GDP Percent,NA
Seychelles,1969,Government Percent,NA
Seychelles,1969,Military Capita Spending,NA
Seychelles,1970,USD Constant,NA
Seychelles,1970,USD Current,NA
Seychelles,1970,GDP Percent,NA
Seychelles,1970,Government Percent,NA
Seychelles,1970,Military Capita Spending,NA
Seychelles,1971,USD Constant,NA
Seychelles,1971,USD Current,NA
Seychelles,1971,GDP Percent,NA
Seychelles,1971,Government Percent,NA
Seychelles,1971,Military Capita Spending,NA
Seychelles,1972,USD Constant,NA
Seychelles,1972,USD Current,NA
Seychelles,1972,GDP Percent,NA
Seychelles,1972,Government Percent,NA
Seychelles,1972,Military Capita Spending,NA
Seychelles,1973,USD Constant,NA
Seychelles,1973,USD Current,NA
Seychelles,1973,GDP Percent,NA
Seychelles,1973,Government Percent,NA
Seychelles,1973,Military Capita Spending,NA
Seychelles,1974,USD Constant,NA
Seychelles,1974,USD Current,NA
Seychelles,1974,GDP Percent,NA
Seychelles,1974,Government Percent,NA
Seychelles,1974,Military Capita Spending,NA
Seychelles,1975,USD Constant,NA
Seychelles,1975,USD Current,NA
Seychelles,1975,GDP Percent,NA
Seychelles,1975,Government Percent,NA
Seychelles,1975,Military Capita Spending,NA
Seychelles,1976,USD Constant,NA
Seychelles,1976,USD Current,NA
Seychelles,1976,GDP Percent,NA
Seychelles,1976,Government Percent,NA
Seychelles,1976,Military Capita Spending,NA
Seychelles,1977,USD Constant,NA
Seychelles,1977,USD Current,NA
Seychelles,1977,GDP Percent,NA
Seychelles,1977,Government Percent,NA
Seychelles,1977,Military Capita Spending,NA
Seychelles,1978,USD Constant,NA
Seychelles,1978,USD Current,NA
Seychelles,1978,GDP Percent,NA
Seychelles,1978,Government Percent,NA
Seychelles,1978,Military Capita Spending,NA
Seychelles,1979,USD Constant,NA
Seychelles,1979,USD Current,NA
Seychelles,1979,GDP Percent,NA
Seychelles,1979,Government Percent,NA
Seychelles,1979,Military Capita Spending,NA
Seychelles,1980,USD Constant,NA
Seychelles,1980,USD Current,NA
Seychelles,1980,GDP Percent,NA
Seychelles,1980,Government Percent,NA
Seychelles,1980,Military Capita Spending,NA
Seychelles,1981,USD Constant,NA
Seychelles,1981,USD Current,NA
Seychelles,1981,GDP Percent,NA
Seychelles,1981,Government Percent,NA
Seychelles,1981,Military Capita Spending,NA
Seychelles,1982,USD Constant,NA
Seychelles,1982,USD Current,NA
Seychelles,1982,GDP Percent,NA
Seychelles,1982,Government Percent,NA
Seychelles,1982,Military Capita Spending,NA
Seychelles,1983,USD Constant,NA
Seychelles,1983,USD Current,NA
Seychelles,1983,GDP Percent,NA
Seychelles,1983,Government Percent,NA
Seychelles,1983,Military Capita Spending,NA
Seychelles,1984,USD Constant,NA
Seychelles,1984,USD Current,NA
Seychelles,1984,GDP Percent,NA
Seychelles,1984,Government Percent,NA
Seychelles,1984,Military Capita Spending,NA
Seychelles,1985,USD Constant,11942299
Seychelles,1985,USD Current,7246651
Seychelles,1985,GDP Percent,4.29
Seychelles,1985,Government Percent,NA
Seychelles,1985,Military Capita Spending,NA
Seychelles,1986,USD Constant,13895986
Seychelles,1986,USD Current,9762352
Seychelles,1986,GDP Percent,4.67
Seychelles,1986,Government Percent,NA
Seychelles,1986,Military Capita Spending,NA
Seychelles,1987,USD Constant,14240920
Seychelles,1987,USD Current,11321408
Seychelles,1987,GDP Percent,4.54
Seychelles,1987,Government Percent,NA
Seychelles,1987,Military Capita Spending,NA
Seychelles,1988,USD Constant,14424865
Seychelles,1988,USD Current,12148073
Seychelles,1988,GDP Percent,4.28
Seychelles,1988,Government Percent,9.16
Seychelles,1988,Military Capita Spending,174
Seychelles,1989,USD Constant,15980967
Seychelles,1989,USD Current,13036424
Seychelles,1989,GDP Percent,4.28
Seychelles,1989,Government Percent,8.28
Seychelles,1989,Military Capita Spending,186
Seychelles,1990,USD Constant,16553179
Seychelles,1990,USD Current,14840076
Seychelles,1990,GDP Percent,4.03
Seychelles,1990,Government Percent,8.74
Seychelles,1990,Military Capita Spending,209
Seychelles,1991,USD Constant,17952161
Seychelles,1991,USD Current,16561707
Seychelles,1991,GDP Percent,4.42
Seychelles,1991,Government Percent,8.49
Seychelles,1991,Military Capita Spending,233
Seychelles,1992,USD Constant,20841321
Seychelles,1992,USD Current,20499885
Seychelles,1992,GDP Percent,4.73
Seychelles,1992,Government Percent,9.33
Seychelles,1992,Military Capita Spending,281
Seychelles,1993,USD Constant,13136835
Seychelles,1993,USD Current,12949843
Seychelles,1993,GDP Percent,2.76
Seychelles,1993,Government Percent,4.53
Seychelles,1993,Military Capita Spending,175
Seychelles,1994,USD Constant,11565542
Seychelles,1994,USD Current,11887196
Seychelles,1994,GDP Percent,2.44
Seychelles,1994,Government Percent,3.84
Seychelles,1994,Military Capita Spending,158
Seychelles,1995,USD Constant,10648514
Seychelles,1995,USD Current,11591841
Seychelles,1995,GDP Percent,2.28
Seychelles,1995,Government Percent,4.3
Seychelles,1995,Military Capita Spending,151
Seychelles,1996,USD Constant,10220826
Seychelles,1996,USD Current,10543302
Seychelles,1996,GDP Percent,2.1
Seychelles,1996,Government Percent,3.55
Seychelles,1996,Military Capita Spending,135
Seychelles,1997,USD Constant,11106387
Seychelles,1997,USD Current,11398353
Seychelles,1997,GDP Percent,2.02
Seychelles,1997,Government Percent,3.7
Seychelles,1997,Military Capita Spending,146
Seychelles,1998,USD Constant,10483876
Seychelles,1998,USD Current,10542379
Seychelles,1998,GDP Percent,1.73
Seychelles,1998,Government Percent,2.86
Seychelles,1998,Military Capita Spending,133
Seychelles,1999,USD Constant,10528794
Seychelles,1999,USD Current,11090147
Seychelles,1999,GDP Percent,1.78
Seychelles,1999,Government Percent,3.17
Seychelles,1999,Military Capita Spending,139
Seychelles,2000,USD Constant,9865898
Seychelles,2000,USD Current,10325842
Seychelles,2000,GDP Percent,1.68
Seychelles,2000,Government Percent,3.03
Seychelles,2000,Military Capita Spending,127
Seychelles,2001,USD Constant,10227876
Seychelles,2001,USD Current,11065396
Seychelles,2001,GDP Percent,1.78
Seychelles,2001,Government Percent,3.8
Seychelles,2001,Military Capita Spending,135
Seychelles,2002,USD Constant,10099742
Seychelles,2002,USD Current,11699936
Seychelles,2002,GDP Percent,1.68
Seychelles,2002,Government Percent,2.98
Seychelles,2002,Military Capita Spending,139
Seychelles,2003,USD Constant,10079391
Seychelles,2003,USD Current,12239109
Seychelles,2003,GDP Percent,1.73
Seychelles,2003,Government Percent,3.89
Seychelles,2003,Military Capita Spending,142
Seychelles,2004,USD Constant,12861745
Seychelles,2004,USD Current,15927273
Seychelles,2004,GDP Percent,1.9
Seychelles,2004,Government Percent,4.76
Seychelles,2004,Military Capita Spending,183
Seychelles,2005,USD Constant,11785790
Seychelles,2005,USD Current,14727273
Seychelles,2005,GDP Percent,1.6
Seychelles,2005,Government Percent,4.11
Seychelles,2005,Military Capita Spending,165
Seychelles,2006,USD Constant,11579071
Seychelles,2006,USD Current,14366387
Seychelles,2006,GDP Percent,1.41
Seychelles,2006,Government Percent,3.25
Seychelles,2006,Military Capita Spending,160
Seychelles,2007,USD Constant,14100000
Seychelles,2007,USD Current,15176703
Seychelles,2007,GDP Percent,1.47
Seychelles,2007,Government Percent,3.5
Seychelles,2007,Military Capita Spending,169
Seychelles,2008,USD Constant,10649920
Seychelles,2008,USD Current,11124810
Seychelles,2008,GDP Percent,1.15
Seychelles,2008,Government Percent,4.26
Seychelles,2008,Military Capita Spending,124
Seychelles,2009,USD Constant,9045977
Seychelles,2009,USD Current,8651202
Seychelles,2009,GDP Percent,1.02
Seychelles,2009,Government Percent,3.18
Seychelles,2009,Military Capita Spending,95
Seychelles,2010,USD Constant,6799672
Seychelles,2010,USD Current,7157560
Seychelles,2010,GDP Percent,0.74
Seychelles,2010,Government Percent,2.13
Seychelles,2010,Military Capita Spending,79
Seychelles,2011,USD Constant,8279969
Seychelles,2011,USD Current,8712705
Seychelles,2011,GDP Percent,0.86
Seychelles,2011,Government Percent,2.35
Seychelles,2011,Military Capita Spending,95
Seychelles,2012,USD Constant,9746021
Seychelles,2012,USD Current,9924110
Seychelles,2012,GDP Percent,0.94
Seychelles,2012,Government Percent,2.43
Seychelles,2012,Military Capita Spending,107
Seychelles,2013,USD Constant,11401188
Seychelles,2013,USD Current,13766451
Seychelles,2013,GDP Percent,1.04
Seychelles,2013,Government Percent,2.74
Seychelles,2013,Military Capita Spending,148
Seychelles,2014,USD Constant,26690762
Seychelles,2014,USD Current,30909153
Seychelles,2014,GDP Percent,2.3
Seychelles,2014,Government Percent,6.81
Seychelles,2014,Military Capita Spending,329
Seychelles,2015,USD Constant,15691820
Seychelles,2015,USD Current,18101349
Seychelles,2015,GDP Percent,1.31
Seychelles,2015,Government Percent,4.06
Seychelles,2015,Military Capita Spending,191
Seychelles,2016,USD Constant,19207545
Seychelles,2016,USD Current,21920004
Seychelles,2016,GDP Percent,1.54
Seychelles,2016,Government Percent,4.07
Seychelles,2016,Military Capita Spending,228
Seychelles,2017,USD Constant,19409516
Seychelles,2017,USD Current,22290935
Seychelles,2017,GDP Percent,1.48
Seychelles,2017,Government Percent,4.12
Seychelles,2017,Military Capita Spending,232
Seychelles,2018,USD Constant,18451286
Seychelles,2018,USD Current,21561448
Seychelles,2018,GDP Percent,1.38
Seychelles,2018,Government Percent,3.63
Seychelles,2018,Military Capita Spending,222
Seychelles,2019,USD Constant,18432878
Seychelles,2019,USD Current,23496255
Seychelles,2019,GDP Percent,1.34
Seychelles,2019,Government Percent,3.7
Seychelles,2019,Military Capita Spending,240
Seychelles,2020,USD Constant,18814132
Seychelles,2020,USD Current,18814132
Seychelles,2020,GDP Percent,1.58
Seychelles,2020,Government Percent,2.88
Seychelles,2020,Military Capita Spending,192
Seychelles,2021,USD Constant,18679069
Seychelles,2021,USD Current,22823270
Seychelles,2021,GDP Percent,1.47
Seychelles,2021,Government Percent,3.22
Seychelles,2021,Military Capita Spending,231
Sierra Leone,1949,USD Constant,NA
Sierra Leone,1949,USD Current,NA
Sierra Leone,1949,GDP Percent,NA
Sierra Leone,1949,Government Percent,NA
Sierra Leone,1949,Military Capita Spending,NA
Sierra Leone,1950,USD Constant,NA
Sierra Leone,1950,USD Current,NA
Sierra Leone,1950,GDP Percent,NA
Sierra Leone,1950,Government Percent,NA
Sierra Leone,1950,Military Capita Spending,NA
Sierra Leone,1951,USD Constant,NA
Sierra Leone,1951,USD Current,NA
Sierra Leone,1951,GDP Percent,NA
Sierra Leone,1951,Government Percent,NA
Sierra Leone,1951,Military Capita Spending,NA
Sierra Leone,1952,USD Constant,NA
Sierra Leone,1952,USD Current,NA
Sierra Leone,1952,GDP Percent,NA
Sierra Leone,1952,Government Percent,NA
Sierra Leone,1952,Military Capita Spending,NA
Sierra Leone,1953,USD Constant,NA
Sierra Leone,1953,USD Current,NA
Sierra Leone,1953,GDP Percent,NA
Sierra Leone,1953,Government Percent,NA
Sierra Leone,1953,Military Capita Spending,NA
Sierra Leone,1954,USD Constant,NA
Sierra Leone,1954,USD Current,NA
Sierra Leone,1954,GDP Percent,NA
Sierra Leone,1954,Government Percent,NA
Sierra Leone,1954,Military Capita Spending,NA
Sierra Leone,1955,USD Constant,NA
Sierra Leone,1955,USD Current,NA
Sierra Leone,1955,GDP Percent,NA
Sierra Leone,1955,Government Percent,NA
Sierra Leone,1955,Military Capita Spending,NA
Sierra Leone,1956,USD Constant,NA
Sierra Leone,1956,USD Current,NA
Sierra Leone,1956,GDP Percent,NA
Sierra Leone,1956,Government Percent,NA
Sierra Leone,1956,Military Capita Spending,NA
Sierra Leone,1957,USD Constant,NA
Sierra Leone,1957,USD Current,NA
Sierra Leone,1957,GDP Percent,NA
Sierra Leone,1957,Government Percent,NA
Sierra Leone,1957,Military Capita Spending,NA
Sierra Leone,1958,USD Constant,NA
Sierra Leone,1958,USD Current,NA
Sierra Leone,1958,GDP Percent,NA
Sierra Leone,1958,Government Percent,NA
Sierra Leone,1958,Military Capita Spending,NA
Sierra Leone,1959,USD Constant,NA
Sierra Leone,1959,USD Current,NA
Sierra Leone,1959,GDP Percent,NA
Sierra Leone,1959,Government Percent,NA
Sierra Leone,1959,Military Capita Spending,NA
Sierra Leone,1960,USD Constant,NA
Sierra Leone,1960,USD Current,NA
Sierra Leone,1960,GDP Percent,NA
Sierra Leone,1960,Government Percent,NA
Sierra Leone,1960,Military Capita Spending,NA
Sierra Leone,1961,USD Constant,9410305
Sierra Leone,1961,USD Current,1930599
Sierra Leone,1961,GDP Percent,0.73
Sierra Leone,1961,Government Percent,NA
Sierra Leone,1961,Military Capita Spending,NA
Sierra Leone,1962,USD Constant,9765855
Sierra Leone,1962,USD Current,1983799
Sierra Leone,1962,GDP Percent,0.71
Sierra Leone,1962,Government Percent,NA
